DATE,AMOUNT,DESCRIPTION,CATEGORY,CATEGORY GROUP,ACCOUNT,TO ACCOUNT,PROJECT,NOTES
"2021-09-06",-19,"SUMUP *HAPPY VALLEY TAKEPERTH,","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",
"2021-09-06",-20,"Direct debit FAMILY EQUITY PLAN 600001 36238007","Liam","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-09-06",-15.74,"AMZNMktplace amazon.co.uk","June","Gifts and giving","489396XXXXXX2001","N/A","N/A",
"2021-09-06",-113.1,"Direct debit V12 RETAIL FINANCE 200816 70025127","Loans","Repayments","070436 XXXX9656","N/A","N/A",
"2021-09-06",-17,"SUMUP *HAPPY VALLEY TAKEPERTH,","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",
"2021-09-06",-135.14,"Direct debit BT GROUP PLC 200000 10596159","TV & internet","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-09-06",-163.56,"B & Q 1361 PERTH","Home improvement","Household","489396XXXXXX2001","N/A","N/A",
"2021-09-06",-4.91,"B & Q 1361 PERTH","Home improvement","Household","489396XXXXXX2001","N/A","N/A",
"2021-09-03",-25,"Standing order MORTGAGE 070094 44444445","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",
"2021-09-03",-874.34,"To mortgage a/c A MACNAIR 72663742203","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",
"2021-09-03",-22.47,"Direct debit L&G COLLECTIONS 560061 45012318","Tanski","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-09-03",-24.35,"Direct debit AIG LIFE LTD 400250 81392549","Household insurance","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-09-03",-94.9,"Direct debit OCTOPUS ENERGY 400328 43807509","Utilities","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-09-01",-244.17,"NEWTON PROPERTY MANAGE GLASGOW GBR 05272461244910010085108","Rent payments","Rent payment","MR ALISTAIR MACNAIR","N/A","N/A",
"2021-09-01",-58.89,"SCOTTISHPOWER GLASGOW","Utilities","Bills and utilities","489396XXXXXX2001","N/A","N/A",
"2021-09-01",-229.3,"Standing order PERTH & KINROSS CO 834700 11570174","Council Tax","Household","070436 XXXX9656","N/A","N/A",
"2021-09-01",-289.85,"Direct debit RCIFINSERV-OMEGA 601732 10616098","Car Loan","Transport","070436 XXXX9656","N/A","N/A",
"2021-08-31",-16.49,"HPI INSTANT INK UK WWW.HP.COM","Printing","Business","489396XXXXXX2001","N/A","N/A",
"2021-08-31",-100,"Payment to SELECT CREDIT CARD 2021-08-30","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2021-08-31",-19.7,"ALADDINS TAKEAWAY PERTH","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",
"2021-08-31",-65.2,"Direct debit EE LIMITED 400250 41254987","Telephone & mobile","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-08-31",-2.64,"SPAR STANLEY","Groceries","Shopping","489396XXXXXX2001","N/A","N/A",
"2021-08-31",-1300,"Payment to PENELOPE FOLEY","Garden","Household","070436 XXXX9656","N/A","N/A",
"2021-08-31",-32.7,"B & Q 1361 PERTH","Home improvement","Household","489396XXXXXX2001","N/A","N/A",
"2021-08-31",-50,"ATM Withdrawal NOTEMACHINE LTD","Garden","Household","070436 XXXX9656","N/A","N/A",
"2021-08-31",-38.94,"B & Q 1361 PERTH","Home improvement","Household","489396XXXXXX2001","N/A","N/A",
"2021-08-31",-13,"Monthly Account Fee","Service fees & bank charges","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-08-31",100,"PAYMENT RECEIVED -- THANK YOU","Credit card payments","Transfers","489396XXXXXX2001","N/A","N/A",
"2021-08-30",-50.4,"Andrew Gray Perth LTD Perth GBR 72702821239000695346215","Garden","Household","MR ALISTAIR MACNAIR","N/A","N/A",
"2021-08-27",-20,"LCI LTD - LADBROKE","Hobbies","Entertainment","Mr Alistair MacNair","N/A","N/A",
"2021-08-25",-12,"Direct debit PAYPAL PAYMENT 609242 40317401","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-08-24",-260.78,"CRV MKM BUILDING SUPPLIESLondon","Garden","Household","489396XXXXXX2001","N/A","N/A",
"2021-08-23",-3450,"MY NATIONWIDE","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",
"2021-08-23",3450,"Transfer from A MACNAIR 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2021-08-23",-13.99,"GOOGLE Google Play Apps London","Online services","Bills and utilities","489396XXXXXX2001","N/A","N/A",
"2021-08-23",-13.99,"AMZNMKTPLACE AMAZON.CO.UKAMAZON.CO.UK","Home improvement","Household","489396XXXXXX2001","N/A","N/A",
"2021-08-23",-24.45,"NAWAAB OF PERTH PERTH","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",
"2021-08-23",-22.99,"AMZNMKTPLACE AMAZON.CO.UKAMAZON.CO.UK","Home improvement","Household","489396XXXXXX2001","N/A","N/A",
"2021-08-23",-76.3,"B & Q 1361 PERTH","Home improvement","Household","489396XXXXXX2001","N/A","N/A",
"2021-08-23",-7.7,"CO-OP GROUP FOOD 010448","Groceries","Shopping","489396XXXXXX2001","N/A","N/A",
"2021-08-20",3479.88,"Lloyds Bank PLC","Salary","Income","Mr Alistair MacNair","N/A","N/A",
"2021-08-20",-14.99,"Direct debit PAYPAL PAYMENT 609242 40317401","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-08-20",-113.04,"CRV MKM BUILDING SUPPLIESLondon","Garden","Household","489396XXXXXX2001","N/A","N/A",
"2021-08-19",-440,"CLAN ENTERTAINMENT LTD GLASGOW LND 85383901230000005637854","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",
"2021-08-19",-11.99,"GOOGLE *YouTubePremium g.co/helppay#","Online services","Bills and utilities","489396XXXXXX2001","N/A","N/A",
"2021-08-19",-19.1,"CHILLI PEPPER PERTH","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",
"2021-08-18",-13,"Payment to DIRECT SHINE 2021-08-17","Home maintenance","Household","070436 XXXX9656","N/A","N/A",
"2021-08-16",-7.95,"EQUIFAX LTD 0441274514700","Insurance","Household","489396XXXXXX2001","N/A","N/A",
"2021-08-13",-3.5,"LLOYDS PHARMACY PERTH SW","Healthcare","Health","489396XXXXXX2001","N/A","N/A",
"2021-08-12",-8.98,"AMZNMktplace amazon.co.uk","General merchandise","Shopping","489396XXXXXX2001","N/A","N/A",
"2021-08-12",-34.12,"MERCHANDISE INTEREST","Credit card payments","Transfers","489396XXXXXX2001","N/A","N/A",
"2021-08-11",-27.1,"ALADDINS TAKEAWAY PERTH","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",
"2021-08-10",-0.85,"Visa purchase GUM.CO/CC* SIMONE USD 1.18000 at 1.3882 GOOGLE 5580","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-08-10",-4.5,"AMZNMKTPLACE AMAZON.CO.UKAMAZON.CO.UK","General merchandise","Shopping","489396XXXXXX2001","N/A","N/A",
"2021-08-10",-8.5,"PP*SHANGHAI PERTH","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",
"2021-08-09",-26.1,"B & Q 1361 PERTH","Home improvement","Household","489396XXXXXX2001","N/A","N/A",
"2021-08-09",-34.73,"WICKES PERTH PERTH","Home improvement","Household","489396XXXXXX2001","N/A","N/A",
"2021-08-06",-551.94,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2021-08-06",551.94,"PAYMENT RECEIVED -- THANK YOU","Credit card payments","Transfers","489396XXXXXX2001","N/A","N/A",
"2021-08-06",-13,"Payment to DIRECT SHINE","Home maintenance","Household","070436 XXXX9656","N/A","N/A",
"2021-08-05",-113.1,"Direct debit V12 RETAIL FINANCE 200816 70025127","Loans","Repayments","070436 XXXX9656","N/A","N/A",
"2021-08-04",-23,"MARINI'S PERTH","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",
"2021-08-04",-20,"Direct debit FAMILY EQUITY PLAN 600001 36238007","Liam","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-08-03",-425,"Standing order MORTGAGE 070094 44444445","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",
"2021-08-03",-874.34,"To mortgage a/c A MACNAIR 72663742203","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",
"2021-08-03",-24.35,"Direct debit AIG LIFE LTD 400250 81392549","Household insurance","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-08-03",-22.47,"Direct debit L&G COLLECTIONS 560061 45012318","Tanski","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-08-03",-135.14,"Direct debit BT GROUP PLC 200000 10596159","TV & internet","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-08-02",-13.93,"WICKES PERTH PERTH","Home improvement","Household","489396XXXXXX2001","N/A","N/A",
"2021-08-02",-229.3,"Standing order PERTH & KINROSS CO 834700 11570174","Council Tax","Household","070436 XXXX9656","N/A","N/A",
"2021-08-02",-22.95,"NAWAAB OF PERTH PERTH","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",
"2021-08-02",-289.85,"Direct debit RCIFINSERV-OMEGA 601732 10616098","Car Loan","Transport","070436 XXXX9656","N/A","N/A",
"2021-08-02",-22.6,"AMZNMktplace amazon.co.uk","General merchandise","Shopping","489396XXXXXX2001","N/A","N/A",
"2021-08-02",-11.3,"WICKES PERTH PERTH","Home improvement","Household","489396XXXXXX2001","N/A","N/A",
"2021-08-02",-7.99,"Google London","Online services","Bills and utilities","489396XXXXXX2001","N/A","N/A",
"2021-07-31",-13,"Monthly Account Fee","Service fees & bank charges","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-07-30",-290,"ALISTAIR MACNAIR 600000000792090405","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",
"2021-07-30",-29.99,"AMZNMktplace amazon.co.uk","General merchandise","Shopping","489396XXXXXX2001","N/A","N/A",
"2021-07-30",-94.9,"Direct Debit - First Payment OCTOPUS ENERGY 400328 43807509","Utilities","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-07-30",290,"Bank credit A MacNair 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2021-07-30",-0.55,"Transfer to 0572/338202187","Savings","Cash","070436 XXXX9656","N/A","N/A",
"2021-07-29",-8.99,"AMZNMktplace amazon.co.uk","General merchandise","Shopping","489396XXXXXX2001","N/A","N/A",
"2021-07-29",-11.04,"AMZNMktplace amazon.co.uk","General merchandise","Shopping","489396XXXXXX2001","N/A","N/A",
"2021-07-28",-23,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-07-28",-57.27,"AMZNMktplace amazon.co.uk","General merchandise","Shopping","489396XXXXXX2001","N/A","N/A",
"2021-07-28",-51.89,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-07-28",-12.3,"THE FISH AND CHIP CO PERTH","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",
"2021-07-28",-65.87,"Direct debit EE LIMITED 400250 41254987","Telephone & mobile","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-07-28",-55.54,"W M MORRISON PETRO PERTH","Fuel","Transport","489396XXXXXX2001","N/A","N/A",
"2021-07-28",-17.45,"Contactless Payment CHILLI PEPPER (SCOT) L","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2021-07-28",-16.49,"HPI INSTANT INK UK WWW.HP.COM","Printing","Business","489396XXXXXX2001","N/A","N/A",
"2021-07-26",-12,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-07-26",-100,"ATM Withdrawal NOTEMACHINE LTD 2021-07-25","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-07-22",-3450,"MY NATIONWIDE","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",
"2021-07-22",700,"PAYMENT RECEIVED -- THANK YOU","Credit card payments","Transfers","489396XXXXXX2001","N/A","N/A",
"2021-07-22",3450,"Transfer from A MACNAIR 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2021-07-22",-700,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2021-07-21",-14.99,"Direct debit PAYPAL PAYMENT 609242 40317401","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-07-20",3740.04,"LLOYDS BANK PLC 80039720","Salary","Income","Mr Alistair MacNair","N/A","N/A",
"2021-07-20",-34,"HARRYS 08081648618 LONDON LND 85383901200000001353742","Personal care","Health","MR ALISTAIR MACNAIR","N/A","N/A",
"2021-07-20",-22,"B & Q 1361 PERTH","Home improvement","Household","489396XXXXXX2001","N/A","N/A",
"2021-07-19",-7.99,"AMZNMktplace amazon.co.uk","General merchandise","Shopping","489396XXXXXX2001","N/A","N/A",
"2021-07-19",-14.4,"HONG KONG CITY PERTH L PERTH SW","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",
"2021-07-19",-8.55,"WM MORRISONS STORE PERTH","Groceries","Shopping","489396XXXXXX2001","N/A","N/A",
"2021-07-19",-26.4,"ALADDINS TAKEAWAY PERTH","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",
"2021-07-19",-11.99,"GOOGLE *YouTubePremium g.co/helppay#","Online services","Bills and utilities","489396XXXXXX2001","N/A","N/A",
"2021-07-16",-6.85,"WICKES PERTH PERTH","Home improvement","Household","489396XXXXXX2001","N/A","N/A",
"2021-07-15",-133.73,"B & Q 1361 PERTH","Home improvement","Household","489396XXXXXX2001","N/A","N/A",
"2021-07-14",-7.95,"EQUIFAX LTD 0441274514700","Online services","Bills and utilities","489396XXXXXX2001","N/A","N/A",
"2021-07-14",-48.51,"TAY VALLEY VETS TYV B0 PERTH","Tanski","Gifts and giving","489396XXXXXX2001","N/A","N/A",
"2021-07-13",-58.58,"SCOTTISHPOWER GLASGOW","Utilities","Bills and utilities","489396XXXXXX2001","N/A","N/A",
"2021-07-12",-20,"Payment to LIAM WINCHESTER 2021-07-11","Liam","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-07-12",-26.1,"ALADDINS TAKEAWAY PERTH","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",
"2021-07-12",-26.22,"MERCHANDISE INTEREST","Service fees & bank charges","Bills and utilities","489396XXXXXX2001","N/A","N/A",
"2021-07-12",-0.15,"CASH INTEREST","Service fees & bank charges","Bills and utilities","489396XXXXXX2001","N/A","N/A",
"2021-07-12",-183.25,"CRV Trainline London","June","Gifts and giving","489396XXXXXX2001","N/A","N/A",
"2021-07-08",-24.3,"SUMUP *HAPPY VALLEY TAKEPERTH,","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",
"2021-07-06",-22.47,"Direct debit L&G COLLECTIONS 560061 45012318","Tanski","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-07-06",-21.88,"GOOGLE *Google Photos g.co/helppay#","Online services","Bills and utilities","489396XXXXXX2001","N/A","N/A",
"2021-07-05",-30,"ALISTAIR MACNAIR 300000000783644046","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",
"2021-07-05",-24.35,"Direct debit AIG LIFE LTD 400250 81392549","Household insurance","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-07-05",500,"PAYMENT RECEIVED -- THANK YOU","Credit card payments","Transfers","489396XXXXXX2001","N/A","N/A",
"2021-07-05",-113.1,"Direct debit V12 RETAIL FINANCE 200816 70025127","Loans","Repayments","070436 XXXX9656","N/A","N/A",
"2021-07-05",-35,"SQ *PSR EXPERIENCE EVENTSBUNTINGFORD","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",
"2021-07-05",-20,"Direct debit FAMILY EQUITY PLAN 600001 36238007","Liam","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-07-05",-56.62,"TESCO PFS 3796 PERTH 3","Fuel","Transport","489396XXXXXX2001","N/A","N/A",
"2021-07-05",-135.14,"Direct debit BT GROUP PLC 200000 10596159","TV & internet","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-07-03",-425,"Standing order MORTGAGE 070094 44444445","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",
"2021-07-03",-874.34,"To mortgage a/c A MACNAIR 72663742203","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",
"2021-07-03",30,"Bank credit A MacNair 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2021-07-03",-500,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2021-07-01",-36.58,"DOBBIES PERTH","Home improvement","Household","489396XXXXXX2001","N/A","N/A",
"2021-07-01",-229.3,"Standing order PERTH & KINROSS CO 834700 11570174","Council Tax","Household","070436 XXXX9656","N/A","N/A",
"2021-07-01",-81.99,"Direct debit PAYPAL PAYMENT 609242 40317401","June","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-07-01",-289.85,"Direct debit RCIFINSERV-OMEGA 601732 10616098","Car Loan","Transport","070436 XXXX9656","N/A","N/A",
"2021-07-01",-96,"Payment to MICHAEL CRAVEN","Garden","Household","070436 XXXX9656","N/A","N/A",
"2021-07-01",2100,"Transfer from 0572/338202187","Savings","Cash","070436 XXXX9656","N/A","N/A",
"2021-07-01",-2300,"Payment to MICHAEL CRAVEN","Garden","Household","070436 XXXX9656","N/A","N/A",
"2021-06-30",-4.39,"AMZNMKTPLACE AMAZON.CO.UKAMAZON.CO.UK","General merchandise","Shopping","489396XXXXXX2001","N/A","N/A",
"2021-06-30",-13,"Monthly Account Fee","Service fees & bank charges","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-06-30",-620,"NATIONAL TYRE SERV PERTH NW","Car running costs","Transport","489396XXXXXX2001","N/A","N/A",
"2021-06-29",-16.49,"HPI INSTANT INK UK WWW.HP.COM","Printing","Business","489396XXXXXX2001","N/A","N/A",
"2021-06-28",-66.54,"Direct debit EE LIMITED 400250 41254987","Telephone & mobile","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-06-28",-24.9,"ALADDINS TAKEAWAY PERTH","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",
"2021-06-28",-61.66,"W M MORRISON PETRO PERTH","Fuel","Transport","489396XXXXXX2001","N/A","N/A",
"2021-06-28",-9.99,"GOOGLE Google Play Apps London","Online services","Bills and utilities","489396XXXXXX2001","N/A","N/A",
"2021-06-28",-97.9,"GLENDOICK GARDEN CTR GLENDOICK","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",
"2021-06-28",-5.5,"WM MORRISONS STORE PERTH","Groceries","Shopping","489396XXXXXX2001","N/A","N/A",
"2021-06-24",-12,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
